îN,ê´,çáåv,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105
2033,2,60788301,373711,375659,376959,377705,377898,377600,377116,377565,379702,379883,376878,391610,411545,413014,429579,450771,463855,484877,503163,508746,530447,540359,558250,568425,575479,588386,586851,585122,585756,603916,602420,616200,627442,636765,634732,639814,636203,633756,638947,633777,617266,621528,617436,629736,640402,657564,675299,683421,710161,733495,742703,743036,746281,778256,795205,824415,843387,881149,916447,965844,984352,962835,934543,904793,890093,867146,862905,674298,826990,772832,750975,723928,706717,709016,717161,694065,669653,697373,711116,703943,738688,767373,795879,836503,890216,853202,776584,464738,474832,544323,486874,457245,399333,321496,242141,219974,187179,151417,113501,81606,59970,41155,26953,16594,10093,11789
2034,2,60430598,371350,373842,375938,377271,377969,378118,377841,377422,377938,380119,380326,377325,392080,412064,413373,429851,451848,466983,490571,510981,517597,539047,547936,564560,573251,578844,590760,588808,586812,587139,604969,603234,616850,627964,637139,634941,639906,636293,633911,639147,633983,617447,621651,617492,629710,640278,657318,674927,682924,709522,732710,741777,741981,745105,776938,793777,822842,841665,879206,914264,963374,981663,960039,931656,901795,886911,863782,859268,671186,822827,768556,746404,719078,701508,703254,710696,687075,662072,688450,700774,692240,724581,750481,775640,811875,859805,819322,740711,439758,445139,504759,445839,412735,354669,280409,206972,183845,152582,120072,87319,60746,43088,28477,17926,10592,12814
2035,2,60064804,368589,371484,374124,376252,377536,378190,378359,378147,377795,378355,380562,380774,377789,392591,412422,413646,430930,454982,472705,498421,519829,526213,546625,554237,569386,576619,581230,592714,590497,588196,588206,605785,603891,617378,628343,637349,635037,639996,636449,634115,639354,634162,617574,621708,617475,629595,640046,656964,674443,682317,708771,731806,740734,740823,743851,775554,792273,821175,839821,877127,911941,960765,978844,957106,928604,898607,883511,860182,855364,667839,818331,763933,741462,713838,695871,696989,703627,679397,653713,678574,689286,679207,708857,731666,753127,784531,826140,781995,701435,412620,413199,462741,402949,367083,309813,240077,173288,150154,121247,92579,65152,43753,29890,18989,11472,13727
2036,2,59690970,365470,368728,371770,374440,376518,377757,378431,378665,378520,378213,378798,381010,381240,378295,392948,412696,414727,434075,460723,480598,507300,528443,533788,552925,559061,572758,579010,583197,594401,591879,589265,589034,606444,604425,617762,628559,637447,635132,640154,636655,634326,639534,634287,617635,621694,617371,629374,639708,656500,673851,681603,707905,730787,739590,739587,742533,774096,790679,819390,837848,874914,909489,958031,975886,954006,925359,895201,879871,856319,851161,664225,813469,758934,736121,708168,689744,690140,695864,670930,644460,667602,676490,664674,691335,710725,728114,754237,789014,741083,658715,383390,379223,418743,358868,321135,265682,201359,141801,119562,93690,69237,47039,30427,19982,12183,14810
2037,2,59309291,362082,365614,369017,372087,374706,376740,377998,378738,379039,378938,378655,379245,381476,381747,378650,393222,413777,417879,439848,468646,489517,515930,536019,540077,557749,562442,575156,580980,584894,595781,592947,590093,589700,606978,604816,617984,628662,637544,635294,640361,636868,634510,639660,634346,617626,621592,617161,629048,639263,655931,673153,680777,706926,729667,738367,738288,741145,772550,788973,817481,835749,872579,906919,955162,972759,950710,921891,891555,875965,852160,846619,660318,808208,753529,730340,702004,683048,682620,687303,661559,634181,655379,662216,648471,671821,687444,700382,720798,748279,696531,612636,352247,343583,373435,314408,275830,223219,165079,113138,92587,70227,50108,32793,20392,12853,15897
2038,2,58920083,358496,362231,365906,369336,372354,374928,376981,378306,379111,379457,379381,379102,379710,381983,382102,378925,394305,416930,423678,447823,477593,498168,523502,542311,544898,561133,564854,577132,582681,586284,596848,593775,590761,590242,607370,605046,618095,628765,637707,635505,640576,637054,634641,639720,634334,617529,621385,616849,628617,638716,655259,672345,679842,705849,728470,737082,736920,739675,770895,787146,815448,833533,870131,904224,952131,969434,947187,918179,887642,871760,847665,841705,656089,802517,747676,724055,695269,675696,674328,677829,651148,622726,641739,646293,630416,650113,661614,669743,684071,703869,648414,563470,319522,306809,327640,270474,232138,183336,131971,87797,69556,50944,35017,22032,13149,16962
2039,2,58523790,354754,358649,362526,366227,369604,372577,375171,377289,378679,379529,379900,379828,379567,380217,382339,382378,380009,397468,422733,431692,456819,486258,505736,529783,547133,548292,563548,566844,578838,584074,587359,597676,594443,591303,590641,607602,605166,618204,628934,637920,635724,640763,637187,634705,639709,634234,617328,621075,616433,628085,638068,654479,671429,678811,704698,727213,735728,735470,738099,769124,785202,813303,831212,867567,901378,948908,965881,943416,914195,883429,867215,842800,836383,651514,796353,741315,717190,687876,667590,665151,667301,639544,609940,626516,628541,610318,626010,633052,636059,643985,655845,596996,511717,285691,269564,282289,228010,191005,146852,102626,66104,50574,35687,23584,14242,17787
2040,2,58121030,350879,354912,358948,362849,366496,369827,372820,375478,377662,379098,379972,380347,380293,380074,380572,382614,383461,383179,403302,430752,440726,465509,493824,512002,534603,550528,550725,565541,568562,580236,585152,588193,598344,594986,591704,590883,607724,605283,618379,629152,638140,635915,640898,637254,634699,639610,634029,617024,620662,615918,627454,637315,653594,670420,677710,703489,725887,734293,733917,736413,767239,783150,811056,828780,864859,898353,945464,962078,939368,909906,878875,862294,837530,830621,646560,789653,734365,709653,679725,658619,654954,655566,626588,595665,609536,608769,587990,599337,601620,599253,600582,604451,542781,458113,251357,232603,238360,187941,153287,114432,77436,48173,35511,24093,15282,18967
2041,2,57710824,346859,351037,355209,359268,363116,366718,370068,373125,375850,378079,379540,380420,380813,380801,380429,380847,383699,386661,388806,410958,439769,449112,472751,499941,516660,537921,552970,552676,567257,569938,581309,585984,588852,598892,595391,591948,591003,607844,605456,618596,629372,638334,636051,640969,637252,634604,639407,633722,616619,620149,615307,626721,636460,652620,669341,676557,702218,724484,732757,732255,734624,765252,781006,808706,826219,861986,895126,941780,957995,935009,905268,873944,856961,831823,824372,641179,782333,726738,701346,670704,648650,643586,642460,612116,579733,590614,586787,563259,569956,567239,559353,554069,550173,486525,403606,217213,196722,196815,151112,119687,86529,56558,33904,24032,15650,20334
2042,2,57294269,342680,347018,351332,355526,359533,363336,366957,370372,373495,376265,378521,379987,380886,381321,381157,380704,381927,386902,392341,396191,419566,448138,456099,478605,504489,519869,540311,554930,554355,568631,570993,582137,586642,589393,599301,595638,592070,591122,608019,605670,618815,629568,638473,636124,640970,637161,634407,639103,633311,616115,619540,614595,625888,635520,651579,668212,675345,700872,722981,731113,730492,732738,763176,778764,806230,823500,858920,891674,937825,953597,930295,900243,868596,851183,825630,817585,635301,774301,718332,692152,660680,637536,630886,627814,595957,561969,569562,562421,535992,537784,529922,516534,504867,493750,429209,349288,183996,162712,158539,118223,90694,63340,39897,22998,15647,21395
2043,2,56872639,338314,342838,347311,351647,355789,359752,363573,367259,370739,373908,376705,378967,380452,381394,381678,381432,381784,385115,392585,399793,404493,427554,455110,461746,482959,507624,522181,542229,556617,555700,569685,571809,582792,587183,589797,599551,595763,592191,591295,608236,605886,619009,629709,638549,636128,640882,636967,634109,638693,632800,615516,618830,613786,624972,634515,650489,667025,674062,699431,721373,729367,728633,730769,761005,776402,803603,820601,855642,887969,933566,948840,925187,894794,862802,844913,818904,810171,628852,765449,709029,681935,649503,625117,616689,611454,577929,542193,546209,535532,506104,502824,489822,471169,453630,436152,371976,296333,152443,131307,124276,89770,66533,44782,27126,15009,22040
2044,2,56447302,333728,338472,343129,347623,351907,356005,359987,363872,367623,371149,374344,377148,379430,380960,381751,381954,382515,384971,390774,400045,408173,412196,434205,460744,465946,485962,509885,524037,543880,557969,556733,570500,572454,583330,587587,590045,599679,595887,592367,591507,608454,606077,619151,629788,638555,636044,640691,636673,633708,638183,632191,614817,618023,612895,623992,633462,649344,665768,672687,697888,719666,727528,726692,728709,758718,773897,800801,817500,852122,883978,928959,943686,919646,888886,856511,838101,811558,802038,621745,755653,698690,670542,637010,611228,600823,593192,557848,520240,520416,506029,473590,465207,447272,423846,401227,378524,316064,245922,123240,103127,94560,65998,47145,30517,17745,22042
2045,2,56019591,328893,333886,338760,343438,347880,352121,356238,360283,364233,368029,371582,374785,377610,379936,381316,382027,383038,385709,390629,398201,408431,415946,418608,439579,464936,468846,488130,511699,525636,545203,559007,557531,571145,572984,583734,587835,590172,599805,596065,592581,591721,608648,606217,619232,629799,638473,635858,640399,636275,633207,637575,631480,614022,617134,611942,622965,632356,648131,664422,671216,696251,717867,725606,724661,726539,756293,771224,797805,814171,848332,879661,923966,938093,913637,882471,849676,830661,803500,793077,613882,744767,687161,657806,623035,595699,583102,572836,535539,495971,492086,473897,438559,425232,402810,375358,348694,322111,262723,199162,96974,78626,69666,46869,32201,20009,23784
2046,2,55590723,323789,329050,334171,339066,343693,348092,352352,356531,360640,364636,368459,372020,375244,378113,380292,381593,383112,386237,391379,398055,406550,416211,422417,423787,443577,467830,470939,489870,513262,526916,546219,559810,558163,571675,573382,583982,587964,590298,599987,596283,592798,591911,608790,606297,619246,629723,638290,635573,640004,635778,632610,636864,630671,613146,616182,610944,621886,631184,646831,662981,669655,694525,715987,723597,722523,724238,753706,768367,794589,810587,844232,874982,918546,932026,907110,875501,842212,822502,794622,783162,605143,732626,674269,643553,607402,578347,563340,550207,510856,469290,461199,439235,401277,383391,357170,326654,297164,268178,213137,157006,74081,58048,49582,32084,21161,26298
2047,2,55161777,318432,323946,329333,334473,339318,343902,348321,352642,356885,361039,365061,368892,372475,375744,378467,380568,382676,386312,391916,398821,406403,414295,422686,427644,427642,446340,469921,472621,491369,514514,527900,547005,560445,558682,572073,573628,584112,588092,590479,600208,596503,592990,592050,608871,606312,619175,629547,638008,635185,639509,635184,631911,636055,629778,612208,615185,609894,620742,629928,645440,661452,668008,692722,714021,721481,720255,721784,750940,765300,791126,806710,839788,869903,912666,925434,900016,867889,834027,813515,784800,772143,595396,719049,659839,627603,589926,558984,541354,525150,483695,440169,427838,402292,362193,340365,311240,278785,247798,217933,168331,120176,54806,41402,34016,21131,28569
2048,2,54733625,312866,318587,324225,329631,334722,339525,344128,348608,352992,357280,361460,365491,369343,372971,376096,378742,381649,385874,391993,399370,407186,414146,420741,427916,431535,430308,448338,471600,474069,492571,515477,528661,547627,560968,559073,572320,573757,584240,588273,590699,600432,596699,593132,592131,608888,606244,619006,629274,637623,634699,638918,634489,631115,635162,628823,611224,614136,608782,619517,628585,643963,659839,666289,690836,711951,719236,717837,719160,747972,761998,787380,802506,834962,864390,906275,918269,892270,859542,825012,803571,773886,759853,584494,703846,643683,609764,570413,537429,516989,497551,454019,408678,392233,363501,321929,296984,266008,232832,201708,172429,129092,89087,39172,28466,22453,29929
2049,2,54306866,307171,313020,318863,324519,329876,334927,339748,344412,348954,353383,357697,361886,365938,369836,373321,376369,379818,384838,391549,399450,407749,414946,420590,425947,431810,434225,432236,449943,473047,475230,493494,516221,529264,548140,561361,559315,572450,573884,584422,588494,590921,600632,596844,593216,592149,608822,606080,618742,628900,637140,634118,638225,633697,630236,634206,627821,610190,613025,607590,618206,627158,642405,658154,664490,688851,709757,716844,715252,716345,744776,758426,783318,797941,829723,858396,899327,910445,883777,850350,815040,792523,761711,746104,572283,686819,625605,589834,548676,513522,490130,467366,421889,375022,354788,323471,281259,254180,222500,189839,159876,132486,95889,63808,26991,18831,31591
2050,2,53881807,301465,307324,313292,319152,324761,330078,335147,340028,344754,349340,353795,358118,362328,366425,370182,373592,377438,382992,390500,398999,407832,415520,421402,425794,429823,434503,436172,433785,451325,474207,476122,494208,516811,529760,548525,561606,559445,572579,574065,584644,588717,591119,600780,596931,593236,592086,608660,605824,618379,628430,636561,633436,637435,632821,629295,633203,626767,609095,611834,606314,616814,625653,640778,656393,662597,686746,707417,714286,712479,713314,741319,754552,778906,792983,824025,851878,891738,901867,874425,840183,803959,780198,748089,730701,558603,667757,605398,567619,524550,487144,460724,434647,387505,339573,316081,282964,241054,212925,181709,150731,123070,98604,68821,44059,17894,30311
2051,2,53458421,295856,301616,307591,313577,319391,324960,330296,335423,340366,345135,349747,354211,358555,362810,366769,370451,374654,380594,388628,397932,407374,415606,421986,426616,429669,432504,436452,437736,435120,452434,475099,476813,494774,517297,530134,548766,561737,559572,572761,574284,584867,588917,591268,600871,596955,593177,591931,608405,605471,617921,627865,635883,632658,636561,631883,628307,632149,625650,607921,610559,604959,615346,624082,639078,654538,660590,684502,704916,711542,709493,710035,737570,750344,774114,787590,817828,844760,883421,892422,864082,828886,791597,766406,732825,713438,543280,646440,582861,542945,497907,458237,428813,399586,351234,302869,276843,242844,202227,174167,144524,116244,91774,70913,47620,29272,28942
2052,2,53036353,290460,296006,301880,307871,313811,319587,325174,330568,335757,340743,345538,350159,354644,359032,363151,367035,371504,377786,386195,396026,406285,415140,422073,427207,430499,432351,434446,438018,439084,436190,453287,475789,477360,495240,517663,530368,548896,561867,559751,572981,574505,585067,589067,591359,600897,596898,593025,591686,608054,605026,617372,627203,635108,631797,635625,630899,627269,631031,624453,606664,609206,603531,613813,622439,637287,652572,658450,682104,702233,708589,706263,706479,733496,745771,768899,781723,811060,836958,874263,881977,852590,816284,777764,750948,715711,694094,526136,622649,557809,515673,468682,426834,394575,362547,313618,265595,237907,204024,165676,138760,111659,86850,66134,49170,31705,35420
2053,2,52614968,285404,290608,296265,302155,308102,314004,319797,325443,330897,336128,341140,345944,350586,355116,359369,363415,368079,374611,383348,393549,404342,414032,421600,427295,431095,433186,434292,436006,439368,440165,437013,453947,476335,477810,495592,517893,530495,549024,562048,559968,573204,574704,585219,589160,591388,600843,596749,592783,591348,607611,604492,616725,626445,634251,630875,634643,629864,626168,629832,623172,605329,607778,602039,612210,620709,635389,650477,656164,679531,699345,705393,702760,702614,729069,740794,763224,775314,803642,828369,864137,870373,839770,802179,762254,733611,696528,672440,506992,596186,530098,485730,436898,393097,358352,324072,275351,228540,200162,167407,132216,107398,83583,62710,45950,32805,41034
2054,2,52193384,280765,285552,290864,296536,302382,308291,314211,320062,325766,331263,336521,341541,346367,351053,355449,359631,364449,371158,380127,390649,401814,412052,420475,426816,431185,433787,435133,435854,437351,440451,440997,437651,454469,476786,478151,495813,518018,530621,549203,562268,560187,573404,574854,585313,589192,591337,600696,596509,592448,590921,607080,603864,615986,625606,633331,629907,633609,628767,624987,628550,621811,603922,606288,600479,610522,618876,633366,648238,653711,676762,696220,701927,698952,698413,724249,735378,757026,768291,795477,818873,852888,857427,825420,786362,744855,714170,675042,648245,485682,566890,499645,453131,402710,357354,320666,284865,237241,192551,164488,133817,102513,80543,60469,43659,30720,45173
2055,2,51770557,276588,280911,285803,291130,296759,302568,308495,314471,320380,326127,331650,336916,341958,346828,351383,355708,360654,367497,376624,387368,398854,409477,418465,425677,430702,433878,435737,436698,437199,438430,441284,441641,438155,454900,477127,478366,495935,518142,530795,549418,562489,560384,573556,574949,585347,589144,591195,600459,596176,592025,590408,606454,603146,615168,624706,632367,628889,632513,627590,623724,627188,620377,602452,604729,598837,608734,616922,631205,645836,651071,673767,692831,698159,694812,693838,719002,729461,750233,760561,786450,808324,840338,842935,809325,768612,725335,692385,651022,621296,462073,534665,466455,418024,366440,320110,282198,245750,200158,158471,131696,103934,77021,58382,42183,29248,46325
2056,2,51345397,272901,276733,281160,286065,291349,296942,302768,308750,314784,320735,326507,332040,337327,342413,347153,351639,356720,363671,372911,383800,395507,406462,415850,423642,429552,433393,435830,437306,438047,438278,439260,441929,442151,438572,455226,477342,478484,496055,518313,531005,549636,562689,560534,573653,574984,585302,589006,590965,600128,595755,591516,589804,605737,602350,614290,623762,631351,627809,631338,626331,622382,625751,618878,600915,603089,597097,606828,614834,628887,643252,648216,670517,689147,694062,690302,688857,713269,722976,742757,752016,776422,796556,826289,826679,791258,748692,703453,668016,624250,591416,436080,499510,430671,380728,328588,282030,243753,207619,164974,127081,102462,78230,55935,40807,28316,46034
2057,2,50916846,269687,273045,276978,281418,286280,291528,297138,303019,309058,315133,321109,326891,332445,337776,342735,347407,352639,359705,369030,380018,391865,403052,412788,420994,427498,432237,435344,437400,438658,439130,439109,439903,442441,442572,438887,455433,477462,478601,496220,518520,531216,549833,562842,560631,573690,574942,585168,588779,590642,599708,595247,590915,589112,604944,601496,613368,622768,630275,626651,630080,624993,620967,624251,617312,599298,601350,595243,604792,612596,626392,640456,645118,666984,685140,689598,685391,683414,706986,715840,734494,742525,765236,783380,810526,808426,770975,726351,678963,640840,594544,558491,407696,461563,392604,341747,289825,243907,206208,171373,132504,99037,77260,56920,39173,27448,45250
2058,2,50483959,266906,269830,273288,277233,281630,286457,291721,297384,303320,309400,315500,321486,327290,332887,338094,342985,348396,355591,365006,376064,388005,399342,409325,417895,424827,430172,434184,436913,438753,439743,439963,439753,440413,442862,442891,439087,455548,477579,478762,496419,518728,531408,549984,562941,560669,573651,574813,584946,588462,590233,599201,594648,590228,588345,604091,600599,612398,621714,629120,625411,628744,623583,619490,622683,615663,597584,599498,593263,602609,610187,623694,637423,641749,663141,680772,684735,680023,677449,700074,707954,725317,731937,752712,768595,792822,787926,748216,701335,651633,610662,561783,522501,377022,421142,352759,301764,250951,206610,170451,137856,103435,74810,56319,39940,26400,44251
2059,2,50045978,264524,267049,270070,273540,277442,281804,286647,291963,297680,303656,309761,315871,321879,327725,333200,338341,343962,351312,360832,371965,383970,395409,405557,414389,421700,427484,432110,435750,438266,439839,440578,440609,440263,440834,443182,443094,439200,455662,477741,478954,496619,518916,531555,550082,562981,560633,573524,574598,584634,588058,589739,598603,593961,589465,587522,603197,599655,611368,620583,627884,624094,627336,622110,617945,621033,613916,595758,597520,591139,600260,607582,620766,634124,638085,658951,676014,679420,674141,670886,692435,699195,715080,720082,738656,751985,772931,764914,722719,673400,621264,577354,525938,483564,344307,378773,311825,261600,212852,171024,137323,107789,78268,54632,39593,26969,43033
2060,2,49602355,262479,264667,267288,270319,273746,277613,281991,286885,292254,298010,304010,310125,316256,322307,328033,333444,339304,346841,356490,367713,379786,391297,401563,410574,418162,424338,429412,433670,437100,439352,440676,441226,441121,440685,441153,443387,443208,439310,455817,477934,479149,496800,519061,531652,550124,562948,560511,573313,574294,584237,587570,589155,597917,593199,588646,586658,602255,598654,610264,619372,626572,622706,625865,620570,616320,619284,612055,593808,595399,588854,597719,604755,617582,630535,634089,654386,670812,673595,667670,663635,683952,689425,703616,706775,722860,733318,750595,739121,694232,642337,587717,540876,487117,441986,309966,335177,270638,222167,176436,137992,107546,81702,57261,38479,26787,42742
